NC_002945.4	3888266	3894083
NC_002945.4	3894913	3897892
NC_002945.4	3916970	3918191
NC_002945.4	3918332	3920081
NC_002945.4	3925686	3927126
NC_002945.4	3945607	3947266
NC_002945.4	3979030	3980785
NC_002945.4	3984224	3985703
NC_002945.4	4017314	4017363
NC_002945.4	4019383	4019432
NC_002945.4	4020154	4020167
NC_002945.4	4021434	4021447
NC_002945.4	4035280	4035595
NC_002945.4	4035588	4036302
NC_002945.4	4131156	4131513
NC_002945.4	4193560	4193587
NC_002945.4	4195027	4195054
NC_002945.4	4217255	4218770
NC_002945.4	4291806	4292913
NC_002945.4	4312852	4314052
